Institute Name,Library Name,Library Phone,Library Email,Technical Name,Technical Phone,Technical Email
Central Institute of Psychiatry,,,,,,
"Central Institute of Technology, Kokrajhar",,,,,,
"Central Research Institute. Kasauli, Distt Solan",,,,,,
Central Research Institute of Ayurveda,,,,,,
Central Road Research Institute,,,,,,
Central Salt and Marine Chemicals Research Institute,,,,,,
"Central Sanskrit University (formerly Rashtriya Sanskrit Sansthan), New Delhi",,,,,,
"Central University of Andhra Pradesh, Ananthapuramu",,,,,,
Central University of Gujarat,,,,,,
Central University of Haryana,,,,,,
Central University of Himachal Pradesh,,,,,,
Central University of Jammu,,,,,,
Central University of Jharkhand,,,,,,
Central University of Karnataka,,,,,,
Central University of Kashmir,,,,,,
Central University of Kerala,,,,,,
Central University of Odisha,,,,,,
Central University of Punjab,,,,,,
Central University of Rajasthan,,,,,,
Central University of South Bihar,,,,,,
Central University of Tamil Nadu,,,,,,
Central University of Tibetan Studies,,,,,,
Centre for Airborne Systems,,,,,,
Centre for Artificial Intelligence & Robotics,,,,,,
Centre for Cellular and Molecular Biology (CCM),,,,,,
"Centre For Computers & Communication Technology, Chisopani",,,,,,
Centre for Development of Telematics (CDOT),,,,,,
Centre for Development Studies,,,,,,
Centre for Economic and Social Studies,,,,,,
"Centre for Fire, Explosive and Environment Safety",,,,,,
Centre for Military Airworthiness & Certification,,,,,,
"Centre for Research in Rural and Industrial Development (CRRID), Chandigarh",,,,,,
"Centre for the Study of Developing Societies (CSDS), Delhi",,,,,,
"Centre for Women's Development Studies (CWDS), Delhi",,,,,,
Chaiduar College,,,,,,
Chamarejendra Government College of Visual Arts,,,,,,
Chanakya National Law University,,,,,,
"Chandigarh College of  Engineering & Technology (Degree Wing), Sector-26",,,,,,
CHANDRAGUPT INSTITUTE OF MANAGEMENT PATNA,,,,,,
"Chandra Kamal Bezbaruah College, Teok",,,,,,
"Chandra Shekhar Azad University of Agriculture & Technology, Kanpur",,,,,,
"Chas College, Chas, Bokaro",,,,,,
"Chatra College, Chatra",,,,,,
Chaudhary Bansi Lal University,,,,,,
Chaudhary Charan Singh University,,,,,,
Chaudhary Devi Lal University,,,,,,
"Chaudhary Ranbir Singh University, Jind",,,,,,
"Ch.Bansi Lal G.C. For Women, Tosham",,,,,,
"Ch.Bansi Lal G. C, Loharu",,,,,,
Chhatrapati Shahu Ji Maharaj Kanpur University,,,,,,
"Chhattisgarh Swami Vivekanand Technical University, Bhilai",,,,,,
Chikkanna Govt Arts College,,,,,,
Chilarai College,,,,,,
Chittaranjan National Cancer Institute,,,,,,
"CIPET Centre for Skilling and Technical Support (CSTS), Baddi",,,,,,
"CIPET Centre for Skilling and Technical Support (CSTS), Madurai",,,,,,
CIPET : Institute of Petrochemicals Technology (IPT),,,,,,
C M College,,,,,,
Cochin University of Science and Technology,,,,,,
"COEP Technological University (formerly College of Engineering, Pune)",,,,,,
"College of Agricultural Engineering, Bapatla",,,,,,
"College of Applied Science (IHRD), Puthuppally -686034",,,,,,
"College of Applied Sciences, Dhanuvachapuram, Parassala",,,,,,
"College of Applied Sciences, Kuzhalmannam",,,,,,
College of Art,,,,,,
"College of Engg., Guindy Campus",,,,,,
"College of Engineering ,Adoor",,,,,,
"College of Engineering and Management, Vadackal P.O., Punnappara, Alappuzha",,,,,,
"College of Engineering, Aranmula",,,,,,
"College of Engineering, Attingal",,,,,,
"College of Engineering ,Kallooppara",,,,,,
"College of Engineering ,Karunagappally",,,,,,
"College of Engineering , Munnar",,,,,,
College of Engineering Muttathara,,,,,,
"College of Engineering, Thiruvananthapuram",,,,,,
"College of Fisheries, Mangalore",,,,,,
"College of Medicine and J N M Hospital, Kalyani",,,,,,
College of Military Engineering,,,,,,
College of Veterinary Science,,,,,,
Combat Vehicles Research & Development Estt,,,,,,
Cooch Behar Government Engineering College,,,,,,
Cooch Behar Panchanan Barma University,,,,,,
"Cotton University, Guwahati",,,,,,
"Council for Social Development, (CSD), Hyderabad",,,,,,
"C.U.Shah Polytechnic,Surendranagar 609",,,,,,
Dakshina Bharat Hindi Prachar Sabha,,,,,,
"Damodaram Sanjivayya National Law University, Visakhapatnam",,,,,,
Darbhanga College of Engineering,,,,,,
Davangere University,,,,,,
Dayalbagh Educational Institute,,,,,,
Deccan College Post-Graduate and Research Institute,,,,,,
"Deccan Education Society`s Fergusson College, Pune",,,,,,
Deenbandhu Chhotu Ram University of Science & Technology,,,,,,
Deen Dayal Upadhyaya Gorakhpur University,,,,,,
Defence Bio-Engineering and Electromedical Laboratory,,,,,,
Defence Electronics Applications Laborarory,,,,,,
Defence Electronics Research Laboratory,,,,,,
Defence Food Research Laboratory,,,,,,
"Defence Institute of Advanced Technology, Pune",,,,,,
Defence Institute of Bio-Energy Research (DIBER),,,,,,
Defence Institute of High Altitude Research,,,,,,
Defence Institute of Physiology and Allied Sciences,,,,,,
Defence Institute of Psychological Research,,,,,,
"Defence Laboratory, Ratanada Palace",,,,,,
Defence Materials and Stores Research & Development Estt,,,,,,
Defence Metallurgical Research Laboratory,,,,,,
Defence Research & Development  Establishment,,,,,,
Defence Research & Development Laboratory,,,,,,
Defence Research Laboratory,,,,,,
Defence Scientific Information & Documentation (DESIDOC),,,,,,
Delhi Pharmaceutical Sciences and Research University,,,,,,
Delhi Technological University,,,,,,
Devi Ahilya University,,,,,,
Dewan Abdul Gani College,,,,,,
"Dharmashastra National Law University, Jabalpur",,,,,,
Dharwad Institute of Mental Health and Neurosciences (DIMHANS),,,,,,
Dhing College,,,,,,
Diamond Harbour Government Medical College and Hospital,,,,,,
Diamond Harbour Women's University,,,,,,
Dibrugarh University,,,,,,
Digboi College,,,,,,
Dimapur Government College,,,,,,
"Dinsha Patel College of Nursing, Nadiad",,,,,,
"D K College, Baleshwar",,,,,,
"D.K. Govt. Degree College for Women, Nellore",,,,,,
D.N.R. (A) COLLEGE,,,,,,
D.N.R. Govt. Degree College For Women,,,,,,
Dolgoma Anchalik College,,,,,,
Don Bosco College,,,,,,
"Doom Dooma College, Rupaisiding",,,,,,
Doon University,,,,,,
Doranda College,,,,,,
"Dr A C Homeopathic Medical College & Hospital, Bhubaneswar",,,,,,
"Dr A P J Abdul Kalam Technical University, Lucknow",,,,,,
Dravidian University,,,,,,
Dr. Babasaheb Ambedkar Marathwada University,,,,,,
"Dr. Babasaheb Ambedkar Open University, Ahmedabad",,,,,,
Dr. Babasaheb Ambedkar Technology University,,,,,,
"Dr. Balasaheb Sawant Konkan Krishi Vidyaapeeth,(former Konkan Krishi Vidyapeeth) Ratnagiri",,,,,,
Dr. Bhim Rao Ambedkar University,,,,,,
Dr. Bhupen Hazarika Regional Government Film and Television Institute,,,,,,
Dr. B.K.B. College,,,,,,
Dr. B.R.A. Govt. Girls Degree College,,,,,,
"Dr B R Ambedkar Institute of Technology, Port Blair",,,,,,
Dr. B.R. Ambedkar National Institute of Technology,,,,,,
"Dr. B.R. Ambedkar National Law University, Sonipat",,,,,,
"Dr B R Ambedkar Open University, Hyderabad",,,,,,
"Dr B R Ambedkar State Institute of Medical Sciences, SAS Nagar , Mohali",,,,,,
"Dr B R Ambedkar University, Etcherla",,,,,,
Dr B R Ambedkar University of Social Sciences,,,,,,
"Dr. BRR Govt. College, Jadcherla",,,,,,
DRDO Naval Physical & Oceanographic Lab,,,,,,
DRDO Proof and Experimental Establishment,,,,,,
DRDO Recruitment & Assessment Centre,,,,,,
Dr. Harisingh Gour Vishwavidyalaya,,,,,,
Dr. L.K.V.D.College,,,,,,
"Dr. N.T.R. University of Health Sciences, Vijaywada",,,,,,
"Dr Rajendra Prasad Central Agricultural University, Samastipur",,,,,,
Dr. Ram Manohar Lohia Avadh University,,,,,,
Dr. Ram Manohar Lohia Institute of Medical Sciences,,,,,,
Dr. Ram Manohar Lohiya National Law University,,,,,,
Dr. Shakuntala Misra National Rehabilitation University,,,,,,
"Dr. Shankarrao chavan Govt Medical College,  Vazirabad, Nanded",,,,,,
"Dr Shyama Prasad Mukherjee International Institute of Information Technology, Naya Raipur",,,,,,
"Dr Shyma Prasad Mukherjee University, Ranchi",,,,,,
"DR S N MEDICAL COLLEGE AND HOSPITAL, JODHPUR",,,,,,
"Dr S & S S Gandhi college of Engineering and Technology, Surat",,,,,,
"DR. S. & S. S. GHANDHY GOVERNMENT ENGINEERING COLLEGE, SURAT 023",,,,,,
"Dr. Vaishampayan Memorial Govt. Medical  College, Solapur",,,,,,
Dr. V.S. Krishna Government Degree College,,,,,,
"Dr. Y.S. Parmar University of Horticulture and Forestry, Solan",,,,,,
"D S Government Degree College for Women, Ongole",,,,,,
Durgapur Government College,,,,,,
Durg University,,,,,,
"E.K. Nayanar Memorial Govt. College, Elerithattu. Nileshwar",,,,,,
Electronics & Radar Development Estt,,,,,,
ER & DCI Institute of Technology,,,,,,
"ESIC MEDICAL COLLEGE AND HOSPITAL, SEDAM ROAD GULBARGA",,,,,,
"ESIC MEDICAL COLLEGE  AND POST GRADUATE INSTITUTE OF MEDICAL SCINECES AND RESEARCH, Bangalore",,,,,,
"ESI Medical College & ESI-PGIMSR (Inst. Code - 495), Chennai",,,,,,
Fakir Mohan University,,,,,,
"FALAKATA COLLEGE, JALPAIGURI",,,,,,
Fazl Ali College,,,,,,
"Footwear Design and Development Institute, Noida",,,,,,
"Forest Research Institute, Dehradun",,,,,,
Furkating College P.O. Furkating- 785610,,,,,,
Gandhigram Rural University,,,,,,
"Gandhi Medical College, Secunderabad",,,,,,
"Gandhi Memorial College, Srinagar",,,,,,
Gangadhar Meher University,,,,,,
Gargi College,,,,,,
Gas Turbine Research Establishment,,,,,,
"Gati Shakti Vishwavidyalaya (formerly National Rail and Transportation Institute (NRTI)), Vadodara",,,,,,
Gauhati University,,,,,,
"Gautam Buddha University, Greater Noida",,,,,,
Gaya College of Engineering,,,,,,
G.B.M.College,,,,,,
G B Pant Government Engineering College,,,,,,
G.B. Pant University of Agriculture & Technology,,,,,,
"G.C.for Women, Rohtak.",,,,,,
Ghanakanta Baruah College,,,,,,
"Ghani Khan Choudhury Institute of Engineering and Technology, Kotwali",,,,,,
"Girraj Government College, Nizamabad (5005)",,,,,,
"G L M College, Banmankhi",,,,,,
Goa College of Architecture Altinho Panaji,,,,,,
Goa College of Engineering,,,,,,
Goa Medical  College Bambolim,,,,,,
Goa University,,,,,,
"Goa Vidyaprasarak Mandal's  Dr. Dada Vaidya College of Education, Ponda",,,,,,
Gokhale Institute of Politics and Economics,,,,,,
"Gondwana University, Gadchiroli",,,,,,
Goreswar College,,,,,,
Governement Engineering College Wayanad,,,,,,
"GOVERNMENT ARTS AND COMMERCE COLLEGE, KATHLAL",,,,,,
Government Arts and Science College for Women Malappuram,,,,,,
"Government Arts And Science College, Nadapuram",,,,,,
Government Arts College,,,,,,
"Government Arts College, Ariyalur",,,,,,
GOVERNMENT ARTS COLLEGE BHECHARAJI,,,,,,
"GOVERNMENT ARTS COLLEGE, BHESAN",,,,,,
"Government Arts College, Dediyapada",,,,,,
"Government Arts College, Karur - 639 005.",,,,,,
"Government Arts College, Ranavav",,,,,,
"Government Arts College, Thiruvananthapuram",,,,,,
"Government Arts & Commerce College, Kachhal",,,,,,
"Government Arts & Commerce College, Netrang",,,,,,
"Government Arts & Commerce College, Paddhari",,,,,,
"Government Arts & Commerce College, Songadh",,,,,,
"Government Arts & Science College, Meenchanda",,,,,,
"Government (Autonomous) College, Phulbani",,,,,,
"Government Autonomous  PG College,  Dhar",,,,,,
Government B. Ed. College,,,,,,
"Government B. Ed. College, Kachhal",,,,,,
"Government Bikram College of Commerce, Patiala",,,,,,
"Government Bilasa Girls PG College, Bilaspur",,,,,,
"Government Brennen College, Dharmadam, Thalassery",,,,,,
Government City College,,,,,,
"Government College, Assandh",,,,,,
"Government College Bahu, Jhajjar",,,,,,
"Government College, Barmer",,,,,,
"Government College, Bomdila",,,,,,
"Government College, Chittur",,,,,,
Government College for Women,,,,,,
"Government College for Women, Bawani Khera",,,,,,
"Government College for Women, Karnal",,,,,,
"Government College for Women, Ludhiana",,,,,,
"Government College for Women, Mahendragarh",,,,,,
"Government College for Women, Srikakulam",,,,,,
"Government College for Women, Thiruvananthapuram",,,,,,
"Government College, Gharaunda",,,,,,
"Government College, Haripurdhar",,,,,,
"GOVERNMENT COLLEGE, JAITAHARI",,,,,,
"Government College, Jind",,,,,,
"Government College, Jukhala",,,,,,
Government College Kasaragod,,,,,,
"GOVERNMENT COLLEGE, MAJHOLI",,,,,,
"Government College, Mananthavady",,,,,,
"Government College, Mohindergarh",,,,,,
"Government College Mohla, Rajnandgaon",,,,,,
"Government College, Nahan",,,,,,
Government College of Arts & Science,,,,,,
"Government College of Arts Science & Commerce, Quepem",,,,,,
Government College of Education Co Government Jr College of Education Panvel  Dist Raigad,,,,,,
Government College of Education for Women,,,,,,
"Government College of Education, Ujjain",,,,,,
Government College of Engineering,,,,,,
Government College of Engineering,,,,,,
Government College of Engineering,,,,,,
"Government College of Engineering, Amravati",,,,,,
"Government College of Engineering and Textile Technology, Serampur",,,,,,
"Government College of Engineering, Aurangabad",,,,,,
"Government College of Engineering, Jalgaon",,,,,,
"Government College of Engineering, Karad",,,,,,
"Government College of Engineering, Keonjhar",,,,,,
Government College of Engineering & Technology,,,,,,
GOVERNMENT COLLEGE OF ENGINEERING THANJAVUR,,,,,,
"Government College of Home Science ,Holenarasipura",,,,,,
"Government College of Pharmacy, Rohroo",,,,,,
"Government College of Teacher Education, Chhatarpur",,,,,,
"Government College of Teacher Education, Kozhikode",,,,,,
Government College of Technology Coimbatore,,,,,,
"Government College, Panchkula",,,,,,
"Government College Pandatrai, Kabirdham",,,,,,
"Government College, Pidawa",,,,,,
"Government College, Rampura",,,,,,
"Government College Rhenock, Rungdung",,,,,,
"Government College, Sawaimadhopur",,,,,,
"Government College, Taranagar",,,,,,
Government Commerce College,,,,,,
Government D B P G Girls College,,,,,,
"Government Degree College, Alamuru",,,,,,
"Government Degree College, Bhadrachalam",,,,,,
"Government Degree College, Bijbehara",,,,,,
"Government Degree College, Cherial",,,,,,
"Government Degree College, Dharpally, Nizamabad (5063)",,,,,,
"GOVERNMENT DEGREE COLLEGE DHMHAL, HANJI PORA",,,,,,
"Government Degree College, Doda",,,,,,
"Government Degree College, Dooru",,,,,,
"Government Degree College for Women, Begumpet",,,,,,
"Government Degree College for Women, Karimnagar",,,,,,
"Government Degree College for Women, Nalgonda",,,,,,
"Government Degree College for Women, Sopore, Kashmir",,,,,,
"Government Degree College for Women, Sri Kalahasthi Urban",,,,,,
Government Degree College Ghat,,,,,,
Government Degree College (Ibrahimpatnam),,,,,,
"Government Degree College, Kamalpur",,,,,,
"Government Degree College, Kathua",,,,,,
"Government Degree College, Khumlwng",,,,,,
Government Degree College (Kukatpally),,,,,,
"Government Degree College, Mahabubabad",,,,,,
"Government Degree College, Malkajgiri",,,,,,
"Government Degree College, Mandapeta",,,,,,
"Government Degree College, Mant Mathura",,,,,,
"Government Degree College, Marripalem",,,,,,
"GOVERNMENT DEGREE COLLEGE, METPALLY",,,,,,
"Government Degree College, Mulug",,,,,,
"Government Degree College, Nagari Rural",,,,,,
"Government Degree College, Narsampet  506 132",,,,,,
"Government Degree College, Paderu",,,,,,
"Government Degree College, Paloncha",,,,,,
"GOVERNMENT DEGREE COLLEGE, PAMPORE",,,,,,
"Government Degree College, Pokhri",,,,,,
"Government Degree College, Rajouri",,,,,,
"Government Degree College, Ramban",,,,,,
"Government Degree College, Rammannapet",,,,,,
"Government Degree College, Sanwer",,,,,,
"GOVERNMENT DEGREE COLLEGE, SURANKOT",,,,,,
"Government Degree College, Thorrur",,,,,,
Government Degree College Uppal,,,,,,
"Government Degree College, Utnoor",,,,,,
"Government Degree College, V-Madugula",,,,,,
"Government Degree College, Wardhannapet",,,,,,
"Government Degree College, Yerraguntla",,,,,,
"Government Dental College, Ahmedabad",,,,,,
"Government Dental College (RIMS), Kadapa",,,,,,
"GOVERNMENT DENTAL COLLEGE, THRISSUR",,,,,,
"GOVERNMENT DHARMAPURI MEDICAL COLLEGE (Inst. Code - 244), DHARMAPURI",,,,,,
Government Engineering College Barton Hill,,,,,,
"Government Engineering College, Bharatpur",,,,,,
"Government Engineering College, Bhavnagar",,,,,,
GOVERNMENT ENGINEERING COLLEGE BHOJPUR,,,,,,
"GOVERNMENT ENGINEERING COLLEGE, BHUJ 015",,,,,,
"Government Engineering College, Chandrapur",,,,,,
"Government Engineering College, Dahod",,,,,,
"Government Engineering College, Daman",,,,,,
"Government Engineering College, Dhrampura",,,,,,
GOVERNMENT ENGINEERING COLLEGE KHAGARIA,,,,,,
"Government Engineering College, Koni",,,,,,
"Government Engineering College, Kozhikode",,,,,,
"Government Engineering College, Kushalanagar",,,,,,
Government Engineering College Madhubani,,,,,,
"Government Engineering College, Modasa",,,,,,
"GOVERNMENT ENGINEERING COLLEGE, NILOKHERI",,,,,,
"Government Engineering College, Painavu",,,,,,
"Government Engineering College Palakkad, Sreekrishnapuram",,,,,,
"GOVERNMENT ENGINEERING COLLEGE, PALANPUR 061",,,,,,
"Government Engineering College, Raipur",,,,,,
"Government Engineering College, Rajkot",,,,,,
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28 GANDHINAGAR 013",,,,,,
Government Engineering College Thrissur,,,,,,
"GOVERNMENT ENGINEERING COLLEGE,VAISHALI",,,,,,
"GOVERNMENT ENGINEERING COLLEGE, VALSAD 019",,,,,,
"Government F G Degree College, Afzalpur",,,,,,
"Government First Grade College, Bagalkot",,,,,,
"Government First Grade College, Bagepalli-561 207, Chikkaballapur Dist.",,,,,,
"Government First Grade College, Banavara",,,,,,
"Government First Grade College, Bangalore",,,,,,
"Government First Grade College, Baramasagara.",,,,,,
"Government First Grade College, Behind BEO Office, Robertsonpet, 3rd Cross, KGF-563 122, Kolar Dist.",,,,,,
"GOVERNMENT FIRST GRADE COLLEGE, BIDI.,  KHANAPUR TQ.",,,,,,
"Government First Grade College, Bukkapattana",,,,,,
"Government First Grade College, Byndoor",,,,,,
"Government First Grade College, Chamarajanagar",,,,,,
GOVERNMENT FIRST GRADE COLLEGE FOR WOMEN,,,,,,
"Government First Grade College for Women, Belgaum",,,,,,
Government First grade college for women Byarapura T Narasipura,,,,,,
"Government  First Grade College for Women, Chamarajanagara",,,,,,
"Government First Grade College for Women, Hunsur",,,,,,
"Government First Grade College For Women, K.R Nagar",,,,,,
"Government First Grade College, Govt. Junior College Annex, Nelamangala-562 123, Bangalore Rural Dist.",,,,,,
"Government First Grade College, Govt. Middle School Annex, Near NES Office, Yelahanka, Bangalore -560 064.",,,,,,
"Government First Grade College, Gowribidanur, Chikkaballapur Dist.",,,,,,
"Government First Grade College, Gubbi",,,,,,
Government First Grade College Gundlupet,,,,,,
"Government First Grade College, Haleyangady",,,,,,
Government First Grade College  Hanur,,,,,,
"Government First Grade College,,Harapanahalli",,,,,,
"Government First Grade College, Harihara",,,,,,
"Government First Grade College, H.D.Kote",,,,,,
"Government First Grade College, Hebbur",,,,,,
"Government First Grade College, Hoskote",,,,,,
"Government First Grade College, Kampli",,,,,,
"Government First Grade College, Kaup",,,,,,
"Government First Grade College, Kengeri, Bangalore -60",,,,,,
